sample_id,setup,camera,performer,replication,action,rgb_path,skeleton_path,rgb_frames,skeleton_frames,frame_difference,frame_count_match,fps,width,height,max_bodies,empty_frames,is_single_person
S001C001P001R001A023,1,1,1,1,23,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A023_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A023.skeleton,67,67,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A024,1,1,1,1,24,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A024_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A024.skeleton,78,78,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A025,1,1,1,1,25,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A025_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A025.skeleton,106,106,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A026,1,1,1,1,26,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A026_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A026.skeleton,103,103,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A027,1,1,1,1,27,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A027_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A027.skeleton,87,87,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A028,1,1,1,1,28,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A028_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A028.skeleton,108,108,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A029,1,1,1,1,29,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A029_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A029.skeleton,131,131,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A030,1,1,1,1,30,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A030_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A030.skeleton,85,85,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A031,1,1,1,1,31,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A031_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A031.skeleton,84,84,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A032,1,1,1,1,32,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A032_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A032.skeleton,100,100,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A033,1,1,1,1,33,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A033_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A033.skeleton,94,94,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A034,1,1,1,1,34,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A034_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A034.skeleton,91,91,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A035,1,1,1,1,35,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A035_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A035.skeleton,78,78,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A036,1,1,1,1,36,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A036_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A036.skeleton,92,92,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A037,1,1,1,1,37,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A037_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A037.skeleton,109,109,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A038,1,1,1,1,38,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A038_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A038.skeleton,104,104,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A039,1,1,1,1,39,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A039_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A039.skeleton,84,84,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A040,1,1,1,1,40,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A040_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A040.skeleton,76,76,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A041,1,1,1,1,41,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A041_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A041.skeleton,109,109,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A042,1,1,1,1,42,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A042_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A042.skeleton,195,195,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A043,1,1,1,1,43,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A043_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A043.skeleton,85,85,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A044,1,1,1,1,44,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A044_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A044.skeleton,96,96,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A045,1,1,1,1,45,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A045_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A045.skeleton,82,82,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A046,1,1,1,1,46,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A046_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A046.skeleton,126,126,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A047,1,1,1,1,47,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A047_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A047.skeleton,93,93,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A048,1,1,1,1,48,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A048_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A048.skeleton,96,96,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A049,1,1,1,1,49,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A049_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A049.skeleton,85,85,0,True,30.0,1920,1080,1,0,True
S001C001P001R001A050,1,1,1,1,50,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A050_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A050.skeleton,74,74,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A051,1,1,1,1,51,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A051_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A051.skeleton,72,72,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A052,1,1,1,1,52,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A052_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A052.skeleton,74,74,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A053,1,1,1,1,53,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A053_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A053.skeleton,133,133,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A054,1,1,1,1,54,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A054_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A054.skeleton,69,69,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A055,1,1,1,1,55,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A055_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A055.skeleton,95,95,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A056,1,1,1,1,56,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A056_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A056.skeleton,115,115,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A057,1,1,1,1,57,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A057_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A057.skeleton,93,93,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A058,1,1,1,1,58,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A058_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A058.skeleton,71,71,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A059,1,1,1,1,59,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A059_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A059.skeleton,99,99,0,True,30.0,1920,1080,2,0,False
S001C001P001R001A060,1,1,1,1,60,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R001A060_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R001A060.skeleton,93,93,0,True,30.0,1920,1080,2,0,False
S001C001P001R002A001,1,1,1,2,1,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A001_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A001.skeleton,80,80,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A002,1,1,1,2,2,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A002_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A002.skeleton,111,111,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A003,1,1,1,2,3,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A003_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A003.skeleton,89,89,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A004,1,1,1,2,4,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A004_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A004.skeleton,116,116,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A005,1,1,1,2,5,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A005_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A005.skeleton,68,68,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A006,1,1,1,2,6,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A006_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A006.skeleton,86,86,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A007,1,1,1,2,7,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A007_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A007.skeleton,94,94,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A008,1,1,1,2,8,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A008_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A008.skeleton,79,79,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A009,1,1,1,2,9,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A009_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A009.skeleton,80,80,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A010,1,1,1,2,10,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A010_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A010.skeleton,65,65,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A011,1,1,1,2,11,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A011_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A011.skeleton,109,109,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A012,1,1,1,2,12,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A012_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A012.skeleton,103,103,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A013,1,1,1,2,13,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A013_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A013.skeleton,91,91,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A014,1,1,1,2,14,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A014_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A014.skeleton,227,227,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A015,1,1,1,2,15,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A015_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A015.skeleton,170,170,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A016,1,1,1,2,16,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A016_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A016.skeleton,149,149,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A017,1,1,1,2,17,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A017_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A017.skeleton,127,127,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A018,1,1,1,2,18,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A018_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A018.skeleton,84,84,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A019,1,1,1,2,19,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A019_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A019.skeleton,82,82,0,True,30.0,1920,1080,1,0,True
S001C001P001R002A020,1,1,1,2,20,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/rgb_videos/S001/nturgb+d_rgb/S001C001P001R002A020_rgb.avi,/home/yunhao/MSc_Project/Datasets/NTU_RGBD/skeletons/S001_to_S017/S001C001P001R002A020.skeleton,104,104,0,True,30.0,1920,1080,1,0,True
